06:15:48 start <WORKDIR>/runs/glm5_ruler_niah_single_2_16384_s00 (free 897G, running 19)
06:16:48 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_ld04 (free 766G, running 19)
06:25:18 start <WORKDIR>/runs/glm5_ib_passkey_16384_s00 (free 1195G, running 19)
06:27:53 start <WORKDIR>/runs/glm5_ruler_niah_single_2_16384_s01 (free 1250G, running 19)
06:29:22 start <WORKDIR>/runs/glm5_ruler_niah_single_2_16384_s02 (free 1329G, running 18)
06:29:42 start <WORKDIR>/runs/glm5_ruler_niah_single_2_16384_s03 (free 1329G, running 19)
06:30:02 start <WORKDIR>/runs/glm5_ruler_qa_1_16384_s00 (free 1358G, running 19)
06:30:58 start <WORKDIR>/runs/glm5_lb2_single-document_16384_s00 (free 1258G, running 19)
06:34:07 start <WORKDIR>/runs/glm5_ruler_qa_1_16384_s01 (free 1374G, running 19)
06:34:27 start <WORKDIR>/runs/glm5_ruler_qa_1_16384_s02 (free 1378G, running 19)
06:34:47 start <WORKDIR>/runs/glm5_ruler_qa_1_16384_s03 (free 1384G, running 19)
06:35:09 start <WORKDIR>/runs/glm5_lb2_long-dialogue_16384_s01 (free 1375G, running 19)
06:35:29 start <WORKDIR>/runs/glm5_lb2_multi-document_16384_s02 (free 1380G, running 19)
06:35:50 start <WORKDIR>/runs/glm5_ib_number_string_16384_s00 (free 1368G, running 19)
06:39:55 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_s00 (free 1258G, running 19)
06:40:47 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_s01 (free 1309G, running 19)
06:42:13 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_ld02 (free 1331G, running 19)
06:45:13 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_s02 (free 1356G, running 19)
06:45:33 start <WORKDIR>/runs/glm5_lb1_qmsum_16384_s03 (free 1359G, running 18)
06:45:53 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_ld00 (free 1244G, running 19)
06:47:17 start <WORKDIR>/runs/glm5_lb1_qmsum_16384_ld01 (free 1318G, running 17)
06:47:37 start <WORKDIR>/runs/glm5_lb1_gov_report_16384_ld03 (free 1288G, running 19)
06:48:28 start <WORKDIR>/runs/glm5_lb1_qmsum_16384_ld05 (free 1343G, running 19)
06:51:26 start <WORKDIR>/runs/glm5_lb2_code_16384_s03 (free 1244G, running 19)
06:54:53 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_16384_ld01 (free 1316G, running 19)
06:56:14 start <WORKDIR>/runs/glm5_ib_longbook_choice_eng_16384_s00 (free 1261G, running 18)
06:56:34 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_16384_s00 (free 1359G, running 19)
06:56:55 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_16384_ld00 (free 1288G, running 19)
QUEUE_DONE 07:38:43
