04:58:21 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s00 (free 1245G, running 19)
04:58:41 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s01 (free 1248G, running 19)
04:59:04 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld01 (free 1251G, running 19)
04:59:29 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s03_b (free 1202G, running 19)
04:59:50 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_s00_b (free 1142G, running 18)
05:00:14 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_s00_b (free 1199G, running 19)
05:00:34 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_ld00_b (free 1184G, running 19)
05:02:41 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s02 (free 1342G, running 19)
05:03:02 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s03 (free 1360G, running 17)
05:03:22 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s00 (free 1318G, running 18)
05:03:42 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s01 (free 1279G, running 19)
05:04:39 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s02 (free 1328G, running 19)
05:06:14 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s03 (free 1427G, running 19)
05:06:37 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s02_b (free 1447G, running 19)
05:06:58 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s01_b (free 1453G, running 19)
05:08:27 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_s00 (free 1505G, running 18)
05:08:47 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s02 (free 1533G, running 19)
05:09:07 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s03 (free 1514G, running 18)
05:09:27 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld00 (free 1507G, running 18)
05:09:48 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_ld02 (free 1495G, running 17)
05:10:08 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_ld03 (free 1499G, running 18)
05:10:28 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld04 (free 1464G, running 19)
05:11:25 start <WORKDIR>/runs/glm52_lb2_code_32768_s03 (free 1363G, running 19)
05:11:46 start <WORKDIR>/runs/glm52_ib_passkey_32768_s00 (free 1365G, running 17)
05:12:06 start <WORKDIR>/runs/glm52_ib_number_string_32768_s00 (free 1366G, running 17)
05:12:26 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_32768_s00 (free 1357G, running 17)
05:12:46 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_s00 (free 1371G, running 16)
05:13:06 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_ld00 (free 1328G, running 17)
05:13:27 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_ld01 (free 1268G, running 17)
05:13:47 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s00_b (free 1241G, running 18)
05:14:07 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s01_b (free 1223G, running 18)
05:14:27 start <WORKDIR>/runs/glm52_ruler_niah_single_2_32768_s03_b (free 1213G, running 19)
05:14:50 start <WORKDIR>/runs/glm52_ib_number_string_32768_s00_b (free 1174G, running 19)
05:15:41 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s01 (free 1113G, running 19)
05:16:03 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s02_b (free 1067G, running 19)
05:16:24 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s03_b (free 1162G, running 19)
05:17:19 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s00_b (free 1142G, running 19)
05:17:39 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s01_b (free 1271G, running 19)
05:17:59 start <WORKDIR>/runs/glm52_ruler_qa_1_32768_s02_b (free 1244G, running 18)
05:18:20 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld00_b (free 1263G, running 19)
05:18:40 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld01_b (free 1240G, running 19)
05:23:57 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_s01 (free 1120G, running 19)
05:28:42 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld05 (free 1447G, running 18)
05:29:02 start <WORKDIR>/runs/glm52_lb2_single-document_32768_s00 (free 1444G, running 17)
05:29:22 start <WORKDIR>/runs/glm52_lb2_long-dialogue_32768_s01 (free 1441G, running 17)
05:29:42 start <WORKDIR>/runs/glm52_lb2_multi-document_32768_s02 (free 1436G, running 17)
05:30:03 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_ld02_b (free 1442G, running 18)
05:30:55 start <WORKDIR>/runs/glm52_lb1_gov_report_32768_ld03_b (free 1429G, running 19)
05:32:19 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld04_b (free 1406G, running 17)
05:32:39 start <WORKDIR>/runs/glm52_lb1_qmsum_32768_ld05_b (free 1433G, running 18)
05:33:00 start <WORKDIR>/runs/glm52_lb2_single-document_32768_s00_b (free 1446G, running 19)
05:33:20 start <WORKDIR>/runs/glm52_lb2_long-dialogue_32768_s01_b (free 1435G, running 19)
05:34:11 start <WORKDIR>/runs/glm52_lb2_multi-document_32768_s02_b (free 1492G, running 19)
05:34:32 start <WORKDIR>/runs/glm52_lb2_code_32768_s03_b (free 1499G, running 19)
05:34:52 start <WORKDIR>/runs/glm52_ib_passkey_32768_s00_b (free 1497G, running 19)
05:35:12 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_32768_s00_b (free 1488G, running 18)
05:35:32 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_32768_ld01_b (free 1493G, running 18)
QUEUE_DONE 06:12:22
