04:17:11 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s00 (free 1951G, running 0)
04:17:31 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s01 (free 1949G, running 0)
04:17:51 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s02 (free 1939G, running 0)
04:18:11 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s03 (free 1937G, running 0)
04:18:31 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s00 (free 1938G, running 0)
04:18:52 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s01 (free 1932G, running 0)
04:19:12 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s02 (free 1930G, running 0)
04:19:32 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s03 (free 1929G, running 0)
04:19:52 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_s00 (free 1929G, running 0)
04:20:12 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_s01 (free 1915G, running 1)
04:20:32 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_s02 (free 1901G, running 2)
04:20:52 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_s03 (free 1894G, running 3)
04:21:13 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld00 (free 1877G, running 3)
04:21:33 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld01 (free 1866G, running 4)
04:21:53 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_ld02 (free 1852G, running 5)
04:22:13 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_ld03 (free 1817G, running 6)
04:22:33 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_ld04 (free 1767G, running 7)
04:22:54 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld05 (free 1730G, running 8)
04:23:14 start <WORKDIR>/runs/glm52_lb2_single-document_8192_s00 (free 1684G, running 9)
04:23:34 start <WORKDIR>/runs/glm52_lb2_long-dialogue_8192_s01 (free 1646G, running 9)
04:23:54 start <WORKDIR>/runs/glm52_lb2_multi-document_8192_s02 (free 1616G, running 9)
04:24:14 start <WORKDIR>/runs/glm52_lb2_code_8192_s03 (free 1598G, running 9)
04:24:34 start <WORKDIR>/runs/glm52_ib_passkey_8192_s00 (free 1589G, running 9)
04:24:55 start <WORKDIR>/runs/glm52_ib_number_string_8192_s00 (free 1557G, running 9)
04:25:15 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_8192_s00 (free 1536G, running 9)
04:25:35 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_s00 (free 1527G, running 10)
04:25:55 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_ld00 (free 1519G, running 11)
04:26:15 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_ld01 (free 1507G, running 12)
04:26:35 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s00_b (free 1478G, running 11)
04:26:56 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s01_b (free 1402G, running 10)
04:27:16 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s02_b (free 1363G, running 9)
04:27:36 start <WORKDIR>/runs/glm52_ruler_niah_single_2_8192_s03_b (free 1341G, running 9)
04:27:56 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s00_b (free 1325G, running 9)
04:28:16 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s01_b (free 1315G, running 8)
04:28:36 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s02_b (free 1309G, running 8)
04:28:57 start <WORKDIR>/runs/glm52_ruler_qa_1_8192_s03_b (free 1301G, running 8)
04:29:17 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_s00_b (free 1303G, running 8)
04:29:37 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_s01_b (free 1291G, running 9)
04:29:57 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_s02_b (free 1364G, running 10)
04:30:17 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_s03_b (free 1288G, running 10)
04:30:37 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld00_b (free 1272G, running 11)
04:30:58 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld01_b (free 1337G, running 12)
04:31:18 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_ld02_b (free 1317G, running 13)
04:31:38 start <WORKDIR>/runs/glm52_lb1_qmsum_8192_ld03_b (free 1290G, running 14)
04:31:58 start <WORKDIR>/runs/glm52_lb1_gov_report_8192_ld04_b (free 1380G, running 13)
04:32:18 start <WORKDIR>/runs/glm52_lb1_multi_news_8192_ld05_b (free 1391G, running 14)
04:32:39 start <WORKDIR>/runs/glm52_lb2_single-document_8192_s00_b (free 1354G, running 14)
04:32:59 start <WORKDIR>/runs/glm52_lb2_long-dialogue_8192_s01_b (free 1287G, running 14)
04:33:19 start <WORKDIR>/runs/glm52_lb2_multi-document_8192_s02_b (free 1261G, running 14)
04:33:39 start <WORKDIR>/runs/glm52_lb2_code_8192_s03_b (free 1251G, running 14)
04:33:59 start <WORKDIR>/runs/glm52_ib_passkey_8192_s00_b (free 1239G, running 14)
04:34:19 start <WORKDIR>/runs/glm52_ib_number_string_8192_s00_b (free 1329G, running 14)
04:34:40 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_8192_s00_b (free 1341G, running 14)
04:35:00 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_s00_b (free 1442G, running 14)
04:35:20 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_ld00_b (free 1407G, running 14)
04:35:40 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_8192_ld01_b (free 1401G, running 15)
QUEUE_DONE 05:10:03
