04:42:30 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s00 (free 1663G, running 10)
04:42:50 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s01 (free 1660G, running 10)
04:43:10 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s02 (free 1666G, running 8)
04:43:30 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s03 (free 1658G, running 8)
04:43:51 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s00 (free 1630G, running 8)
04:44:11 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s01 (free 1650G, running 8)
04:44:31 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s02 (free 1669G, running 8)
04:44:51 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s03 (free 1663G, running 8)
04:45:11 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s00 (free 1655G, running 8)
04:45:32 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s01 (free 1638G, running 9)
04:45:52 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s02 (free 1623G, running 10)
04:46:12 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_s03 (free 1605G, running 11)
04:46:32 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld00 (free 1609G, running 12)
04:46:52 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_ld01 (free 1606G, running 13)
04:47:12 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld02 (free 1595G, running 14)
04:47:33 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld03 (free 1556G, running 15)
04:47:53 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld04 (free 1522G, running 15)
04:48:13 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_ld05 (free 1491G, running 16)
04:48:33 start <WORKDIR>/runs/glm52_lb2_single-document_16384_s00 (free 1436G, running 17)
04:48:53 start <WORKDIR>/runs/glm52_lb2_long-dialogue_16384_s01 (free 1398G, running 17)
04:49:13 start <WORKDIR>/runs/glm52_lb2_multi-document_16384_s02 (free 1366G, running 17)
04:49:34 start <WORKDIR>/runs/glm52_lb2_code_16384_s03 (free 1365G, running 17)
04:49:54 start <WORKDIR>/runs/glm52_ib_passkey_16384_s00 (free 1362G, running 17)
04:50:14 start <WORKDIR>/runs/glm52_ib_number_string_16384_s00 (free 1345G, running 17)
04:50:34 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_16384_s00 (free 1337G, running 17)
04:50:54 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_s00 (free 1344G, running 17)
04:51:15 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_ld00 (free 1331G, running 18)
04:51:35 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_ld01 (free 1323G, running 19)
04:51:59 start <WORKDIR>/runs/glm52_ib_passkey_16384_s00_b (free 1262G, running 19)
04:52:19 start <WORKDIR>/runs/glm52_ib_number_string_16384_s00_b (free 1194G, running 19)
04:52:39 start <WORKDIR>/runs/glm52_ib_longbook_choice_eng_16384_s00_b (free 1152G, running 19)
04:52:59 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_s00_b (free 1130G, running 19)
04:53:50 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s00_b (free 1109G, running 17)
04:54:10 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s01_b (free 1097G, running 18)
04:54:30 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s02_b (free 1083G, running 17)
04:54:51 start <WORKDIR>/runs/glm52_ruler_niah_single_2_16384_s03_b (free 1067G, running 17)
04:55:11 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s00_b (free 1058G, running 18)
04:55:31 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s01_b (free 1051G, running 17)
04:55:51 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s02_b (free 1045G, running 16)
04:56:11 start <WORKDIR>/runs/glm52_ruler_qa_1_16384_s03_b (free 1008G, running 16)
04:56:32 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s00_b (free 1091G, running 16)
04:56:52 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s01_b (free 951G, running 17)
04:57:12 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_s02_b (free 968G, running 18)
04:57:32 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_s03_b (free 1028G, running 19)
04:59:34 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_ld00_b (free 1223G, running 19)
04:59:55 start <WORKDIR>/runs/glm52_ib_longbook_qa_eng_16384_ld01_b (free 1125G, running 19)
05:01:52 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld00_b (free 1299G, running 19)
05:03:16 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_ld01_b (free 1323G, running 18)
05:03:36 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld02_b (free 1287G, running 18)
05:03:56 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld03_b (free 1270G, running 19)
05:04:48 start <WORKDIR>/runs/glm52_lb1_gov_report_16384_ld04_b (free 1330G, running 19)
05:06:12 start <WORKDIR>/runs/glm52_lb1_qmsum_16384_ld05_b (free 1422G, running 18)
05:06:32 start <WORKDIR>/runs/glm52_lb2_single-document_16384_s00_b (free 1439G, running 19)
05:06:53 start <WORKDIR>/runs/glm52_lb2_long-dialogue_16384_s01_b (free 1456G, running 19)
05:08:15 start <WORKDIR>/runs/glm52_lb2_multi-document_16384_s02_b (free 1488G, running 18)
05:08:35 start <WORKDIR>/runs/glm52_lb2_code_16384_s03_b (free 1514G, running 19)
QUEUE_DONE 05:35:22
