07:14:47 start <WORKDIR>/runs/glm5_ruler_niah_single_2_131072_s00 (free 1362G, running 19)
07:15:07 start <WORKDIR>/runs/glm5_ruler_niah_single_2_131072_s01 (free 1337G, running 19)
07:15:27 start <WORKDIR>/runs/glm5_ruler_niah_single_2_131072_s02 (free 1311G, running 19)
07:18:36 start <WORKDIR>/runs/glm5_ruler_niah_single_2_131072_s03 (free 1151G, running 19)
07:26:52 start <WORKDIR>/runs/glm5_ruler_qa_1_131072_s00 (free 1308G, running 18)
07:27:12 start <WORKDIR>/runs/glm5_ruler_qa_1_131072_s01 (free 1285G, running 18)
07:27:32 start <WORKDIR>/runs/glm5_ruler_qa_1_131072_s02 (free 1294G, running 17)
07:27:52 start <WORKDIR>/runs/glm5_ruler_qa_1_131072_s03 (free 1322G, running 17)
07:28:13 start <WORKDIR>/runs/glm5_lb2_single-document_131072_s00 (free 1313G, running 17)
07:28:33 start <WORKDIR>/runs/glm5_lb2_code_131072_s01 (free 1341G, running 17)
07:28:53 start <WORKDIR>/runs/glm5_lb2_long_131072_s02 (free 1353G, running 16)
07:29:13 start <WORKDIR>/runs/glm5_lb2_long_131072_s03 (free 1337G, running 16)
07:29:33 start <WORKDIR>/runs/glm5_ib_passkey_131072_s00 (free 1365G, running 16)
07:29:53 start <WORKDIR>/runs/glm5_ib_number_string_131072_s00 (free 1357G, running 16)
07:30:14 start <WORKDIR>/runs/glm5_ib_longbook_choice_eng_131072_s00 (free 1287G, running 16)
07:30:34 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_131072_s00 (free 1369G, running 16)
07:30:54 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_131072_ld00 (free 1366G, running 17)
07:31:14 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_131072_ld01 (free 1371G, running 17)
07:31:34 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld00 (free 1350G, running 18)
07:31:54 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld01 (free 1344G, running 19)
07:33:48 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld02 (free 1297G, running 19)
07:34:39 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld03 (free 1331G, running 19)
07:35:30 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld04 (free 1256G, running 19)
07:38:54 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_131072_ld05 (free 1199G, running 18)
QUEUE_DONE 08:19:48
