06:49:07 start <WORKDIR>/runs/glm5_ruler_niah_single_2_65536_s00 (free 1296G, running 19)
06:49:31 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_65536_ld01 (free 1263G, running 19)
06:51:36 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld04 (free 1241G, running 19)
06:54:46 start <WORKDIR>/runs/glm5_ib_passkey_65536_s00 (free 1371G, running 19)
06:55:38 start <WORKDIR>/runs/glm5_ruler_niah_single_2_65536_s01 (free 1318G, running 19)
06:55:59 start <WORKDIR>/runs/glm5_ruler_qa_1_65536_s01 (free 1283G, running 19)
06:56:19 start <WORKDIR>/runs/glm5_ruler_qa_1_65536_s02 (free 1252G, running 19)
06:56:39 start <WORKDIR>/runs/glm5_ruler_qa_1_65536_s03 (free 1351G, running 19)
06:57:32 start <WORKDIR>/runs/glm5_ruler_niah_single_2_65536_s02 (free 1156G, running 19)
06:57:52 start <WORKDIR>/runs/glm5_ruler_niah_single_2_65536_s03 (free 1141G, running 19)
06:58:13 start <WORKDIR>/runs/glm5_ruler_qa_1_65536_s00 (free 1142G, running 19)
06:58:33 start <WORKDIR>/runs/glm5_lb1_gov_report_65536_s00 (free 1053G, running 19)
06:59:59 start <WORKDIR>/runs/glm5_lb1_gov_report_65536_s01 (free 1069G, running 19)
07:01:57 start <WORKDIR>/runs/glm5_lb2_single-document_65536_s00 (free 963G, running 19)
07:04:27 start <WORKDIR>/runs/glm5_lb1_gov_report_65536_s02 (free 1208G, running 19)
07:11:15 start <WORKDIR>/runs/glm5_lb2_long-dialogue_65536_s01 (free 1298G, running 18)
07:11:35 start <WORKDIR>/runs/glm5_lb2_multi-document_65536_s02 (free 1289G, running 19)
07:11:55 start <WORKDIR>/runs/glm5_lb2_code_65536_s03 (free 1283G, running 19)
07:12:15 start <WORKDIR>/runs/glm5_ib_number_string_65536_s00 (free 1295G, running 19)
07:12:35 start <WORKDIR>/runs/glm5_ib_longbook_choice_eng_65536_s00 (free 1207G, running 19)
07:13:27 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_65536_s00 (free 1266G, running 18)
07:13:47 start <WORKDIR>/runs/glm5_ib_longbook_qa_eng_65536_ld00 (free 1227G, running 19)
07:14:07 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld00 (free 1285G, running 19)
07:14:58 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld01 (free 1367G, running 19)
07:16:51 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld02 (free 1270G, running 19)
07:19:15 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld03 (free 1178G, running 19)
07:25:44 start <WORKDIR>/runs/glm5_ib_longbook_sum_eng_65536_ld05 (free 1284G, running 19)
QUEUE_DONE 08:07:01
